date,dataset,strategy_return,strategy_equity,strategy_cum_pnl,benchmark_cum_pnl,benchmark_equity
2015-04-07,Train,0.002222052441120161,1.00222205244112,0.0022220524411200593,0.004457466737115112,1.0044574667371151
2015-04-08,Train,0.0030179163839283572,1.0052466747935165,0.0052466747935164815,0.009683462222008776,1.0096834622220088
2015-04-09,Train,-0.004210708932426776,1.001013873640671,0.0010138736406710702,0.005057879821317002,1.005057879821317
2015-04-10,Train,0.0014002784293504409,1.0024155717754106,0.00241557177541063,0.006695806715020014,1.00669580671502
2015-04-13,Train,0.0047670542611774145,1.0071941411983134,0.0071941411983134085,0.011878572457850956,1.011878572457851
2015-04-14,Train,-0.0005675603575653589,1.0066224977313971,0.0066224977313971145,0.011090830491377934,1.011090830491378
2015-04-15,Train,-0.011452973209826885,0.9950936772324704,-0.004906322767529558,-0.00034583793650033723,0.9996541620634997
2015-04-16,Train,0.008100579043354053,1.003154512220434,0.003154512220433947,0.008886113646188853,1.0088861136461889
2015-04-17,Train,0.00011039267242380278,1.0032652531278918,0.0032652531278918318,0.007392285892694472,1.0073922858926945
2015-04-20,Train,0.003453054531776213,1.0067295827567786,0.006729582756778596,0.012517411979442228,1.0125174119794422
2015-04-21,Train,0.002096072963593568,1.0088397614168447,0.008839761416844727,0.0149046544022291,1.014904654402229
2015-04-22,Train,0.000123032761212354,1.0089638817583126,0.008963881758312642,0.017191027426870287,1.0171910274268703
2015-04-23,Train,-0.005311350497126526,1.0036049209433529,0.0036049209433528517,0.012978529228109492,1.0129785292281095
2015-04-24,Train,0.0014860108134157153,1.005096288708272,0.0050962887082719455,0.015783659157500907,1.015783659157501
2015-04-27,Train,-0.004978294768702778,1.000092623112153,9.262311215296748e-05,0.01198424516067087,1.0119842451606709
2015-04-28,Train,-0.009216076699907526,0.9908756927905397,-0.009124307209460336,0.001733992987175581,1.0017339929871756
2015-04-29,Train,0.012085003662499616,1.002850429166995,0.002850429166995072,0.012675921033671544,1.0126759210336715
2015-04-30,Train,0.003787131486220873,1.0066483556032635,0.006648355603263489,0.015653969931313183,1.0156539699313132
2015-05-01,Train,-0.013217226626878329,0.9933432561536808,-0.006656743846319202,0.0036312983332538185,1.0036312983332538
2015-05-04,Train,-0.0029307613642402053,0.9904320041171171,-0.00956799588288293,-0.0008405783178820903,0.9991594216821179
2015-05-05,Train,0.006071376544180566,0.9964452897555196,-0.003554710244480397,0.0029300158509060203,1.002930015850906
2015-05-06,Train,0.01132349041774584,1.0077285284458743,0.00772852844587435,0.016427301983765297,1.0164273019837653
2015-05-07,Train,-0.003766141576931504,1.0039332801366343,0.003933280136634298,0.011254142850281479,1.0112541428502815
2015-05-08,Train,-0.0031640512621701673,1.0007567837744833,0.0007567837744832939,0.008271290647966278,1.0082712906479663
2015-05-11,Train,-0.0012096197441707325,0.9995462486097169,-0.0004537513902831414,0.007963879148854991,1.007963879148855
2015-05-12,Train,0.009865448920076883,1.0094072210686305,0.009407221068630456,0.018828954320573077,1.018828954320573
2015-05-13,Train,0.002378434254522317,1.0118080297799823,0.011808029779982299,0.019611892982372314,1.0196118929823723
2015-05-14,Train,0.004377961182761109,1.016237686058765,0.016237686058764966,0.022719631106201454,1.0227196311062015
2015-05-15,Train,-0.0003575897902035377,1.0158742898378104,0.015874289837810363,0.022061578365916157,1.0220615783659162
2015-05-18,Train,-0.0009510591456348607,1.0149081333036447,0.01490813330364471,0.021110524040540257,1.0211105240405403
2015-05-19,Train,0.0022445875152825668,1.0171861834288167,0.017186183428816726,0.023497766463327352,1.0234977664633274
2015-05-20,Train,-0.0017986845382772926,1.015356586368134,0.015356586368133973,0.021211393438686388,1.0212113934386864
2015-05-21,Train,-0.01072142577437896,1.0044705160928613,0.00447051609286131,0.010711369422162997,1.010711369422163
2015-05-22,Train,0.007916399659994869,1.0124223061449338,0.012422306144933781,0.01997214083289367,1.0199721408328937
2015-05-26,Train,-0.0013608880734773243,1.0110445127031786,0.011044512703178633,0.018680051875691106,1.018680051875691
2015-05-27,Train,-0.0059780473305657824,1.0050004407529303,0.005000440752930269,0.012243623613046317,1.0122436236130463
2015-05-28,Train,0.0018700988875150282,1.0068798909591345,0.006879890959134549,0.014328257841395464,1.0143282578413955
2015-05-29,Train,0.0001239840526188827,1.0070047280085161,0.007004728008516148,0.013305153945915249,1.0133051539459152
2015-06-01,Train,0.0010029450943474286,1.008014698460457,0.008014698460456993,0.015452231135021366,1.0154522311350214
2015-06-02,Train,-0.008263524984986925,0.9996849438144949,-0.0003150561855050915,0.006695806715020458,1.0066958067150205
2015-06-03,Train,-0.001310038804725642,0.9983753177455978,-0.0016246822544021544,0.005250012008262139,1.0052500120082621
2015-06-04,Train,-0.006623931676211596,0.991762147853635,-0.008237852146364966,-0.001258465824486743,0.9987415341755133
2015-06-05,Train,-0.0011942628672739952,0.9905777231472855,-0.009422276852714462,-0.0008405783178822013,0.9991594216821178
2015-06-08,Train,0.010822786641470988,1.0012985344967027,0.0012985344967026968,0.011191699889524287,1.0111916998895243
2015-06-09,Train,0.003274303983358274,1.0045770902767361,0.00457709027673614,0.012949709400067677,1.0129497094000677
2015-06-10,Train,-0.005696968176705374,0.9988540465623823,-0.0011459534376176972,0.005864835006484936,1.005864835006485
2015-06-11,Train,-0.005644732433425327,0.9932157827294935,-0.006784217270506487,0.0012152360824251307,1.0012152360824251
2015-06-12,Train,0.0057037672040386135,0.9988808543375595,-0.001119145662440535,0.006911955425333183,1.0069119554253332
2015-06-15,Train,0.0035999400235284624,1.0024767655038256,0.0024767655038255842,0.008905326864883545,1.0089053268648835
2015-06-16,Train,0.010200734943670142,1.012702765275918,0.01270276527591796,0.01889620058600361,1.0188962005860036
2015-06-17,Train,-0.004479098352735286,1.00816676998816,0.008166769988160016,0.013492482828186159,1.0134924828281862
2015-06-18,Train,0.004320294822323441,1.0125223476645786,0.012522347664578604,0.0196695326384555,1.0196695326384555
2015-06-19,Train,-0.0013155914859409366,1.011190281884666,0.011190281884666087,0.020317978769393452,1.0203179787693935
2015-06-22,Train,-0.008499931652146839,1.0025952336013313,0.0025952336013312927,0.01281521686920617,1.0128152168692062
2015-06-23,Train,-0.005315134564759655,0.9972663050207536,-0.0027336949792463594,0.009803544838849376,1.0098035448388494
2015-06-24,Train,0.0007143036745577949,0.9979786560069427,-0.002021343993057312,0.009409673855612866,1.0094096738556129
2015-06-25,Train,-0.021087897647897178,0.9769333842542822,-0.023066615745717778,-0.011652817138190774,0.9883471828618092
2015-06-26,Train,0.0033951702028996293,0.9802502393707202,-0.0197497606292798,-0.009025409481723035,0.990974590518277
2015-06-29,Train,0.006519773013676435,0.9866412484280191,-0.013358751571980854,-0.0021518804937792346,0.9978481195062208
2015-06-30,Train,-5.617622744807179e-05,0.9865858226448379,-0.013414177355162149,-0.002459291992890522,0.9975407080071095
2015-07-01,Train,-0.004631804250197305,0.9820161502383271,-0.017983849761672888,-0.006311542341130183,0.9936884576588698
2015-07-02,Train,0.007936635375985747,0.9898100543560979,-0.010189945643902076,-0.00026898506172201575,0.999731014938278
2015-07-06,Train,-0.01706770626110584,0.9729162670940588,-0.027083732905941238,-0.016917239060473155,0.9830827609395268
2015-07-07,Train,0.0029405107505357316,0.97577713783682,-0.024222862163180037,-0.01469330899658916,0.9853066910034108
2015-07-08,Train,0.011169901049651224,0.9866764719129693,-0.013323528087030745,-0.0025361448676683995,0.9974638551323316
2015-07-09,Train,0.009541236607876088,0.9960905855869152,-0.0039094144130847885,0.00850184927229991,1.0085018492723
2015-07-10,Train,0.004324417908663369,1.0003980975538784,0.00039809755387842927,0.012992939142130178,1.0129929391421302
2015-07-13,Train,-0.0035279002667074778,0.9968687928387044,-0.003131207161295557,0.012248426917719879,1.0122484269177199
2015-07-14,Train,0.0053919891741410104,1.0022438985777298,0.002243898577729775,0.020361208511456397,1.0203612085114564
2015-07-15,Train,-0.005935232052861976,0.9962953484661059,-0.003704651533894099,0.02148998510975586,1.0214899851097559
2015-07-16,Train,-0.002766164501645535,0.9935394316400243,-0.00646056835997566,0.022277727076229104,1.022277727076229
2015-07-17,Train,-0.004154287872006803,0.9894119828288017,-0.010588017171198283,0.0179211297372599,1.01792112973726
2015-07-20,Train,0.0004563849758944562,0.9898635355927348,-0.010136464407265233,0.015490657572410527,1.0154906575724105
2015-07-21,Train,-0.0042577416457027645,0.985648952393679,-0.014351047606320999,0.009726691964071943,1.009726691964072
2015-07-22,Train,-0.010388028194865857,0.9754100032859735,-0.024589996714026507,-0.001080743551562846,0.9989192564484372
2015-07-23,Train,-0.006283267909156514,0.9692812409140564,-0.03071875908594357,-0.006849512464575103,0.9931504875354249
2015-07-24,Train,0.013169534802675693,0.9820462239498547,-0.017953776050145254,0.0054517508045541785,1.0054517508045542
2015-07-27,Train,0.009559995452760622,0.991434581385216,-0.008565418614783993,0.012810413564533274,1.0128104135645333
2015-07-28,Train,0.001729877758609278,0.9931496420166703,-0.006850357983329669,0.012839233392574867,1.0128392333925749
2015-07-29,Train,-0.0007483999216691563,0.9924063689023792,-0.00759363109762079,0.010538450453912995,1.010538450453913
2015-07-30,Train,-0.00392956626616244,0.9885066423128156,-0.011493357687184402,0.007752533743215828,1.0077525337432158
2015-07-31,Train,-0.0008697667331120802,0.9876468721198716,-0.012353127880128434,0.005485373937269333,1.0054853739372693
2015-08-03,Train,0.003035117374218622,0.9906444963010353,-0.009355503698964651,0.008617128584466505,1.0086171285844665
2015-08-04,Train,-0.003427919498612211,0.9872486467159721,-0.012751353284027878,0.0007973485758203669,1.0007973485758204
2015-08-05,Train,-0.0026093878802857387,0.9846725320624029,-0.015327467937597095,-0.002079830923675252,0.9979201690763247
2015-08-06,Train,0.016156221893820825,1.0005811199831536,0.0005811199831535774,0.010701762812815208,1.0107017628128152
2015-08-07,Train,-0.01030275384947879,0.9902723789975314,-0.0097276210024686,0.0010423171141746845,1.0010423171141747
2015-08-10,Train,0.002070389062966874,0.9923226281003662,-0.0076773718996338,0.001993371439550584,1.0019933714395506
2015-08-11,Train,-0.002546533663812224,0.989795645122546,-0.01020435487745397,0.0007156923963687056,1.0007156923963687
2015-08-12,Train,0.0038812862619922667,0.99363732536214,-0.00636267463786,0.004630385705365336,1.0046303857053653
2015-08-13,Train,0.005735077899820356,0.9993359128272611,-0.0006640871727389142,0.009865987799606346,1.0098659877996063
2015-08-14,Train,-0.0027983111001266734,0.9965394600496413,-0.0034605399503586654,0.007214563619770686,1.0072145636197707
2015-08-17,Train,-0.009971109979838891,0.9866028554942371,-0.013397144505762903,-0.0010999567702576485,0.9989000432297424
2015-08-18,Train,-0.021492380591806026,0.9653984114309924,-0.034601588569007635,-0.022176857678082307,0.9778231423219177
2015-08-19,Train,-0.02585090140251867,0.9404419922829417,-0.059558007717058326,-0.053321485181804795,0.9466785148181952
2015-08-20,Train,-0.0379291851068512,0.9047717938753861,-0.09522820612461391,-0.09063355588644961,0.9093664441135504
2015-08-21,Train,-0.013395290704786433,0.8926521126749342,-0.10734788732506584,-0.10293001585090522,0.8970699841490948
2015-08-24,Train,0.032097710568926754,0.9213042018263152,-0.07869579817368477,-0.06791392478024849,0.9320860752197515
2015-08-25,Train,0.025547810177698378,0.9448415066904899,-0.05515849330951006,-0.045266343244151575,0.9547336567558484
2015-08-26,Train,0.0030165211934257306,0.94769164111985,-0.05230835888014995,-0.044685143378644154,0.9553148566213558
2015-08-27,Train,-0.00775286389644106,0.940344316810453,-0.05965568318954695,-0.052701858878908214,0.9472981411210918
2015-08-28,Train,-0.028443227465945384,0.9135978895111043,-0.08640211048889568,-0.0807195350401072,0.9192804649598928
2015-08-31,Train,0.01621992624841413,0.9284163798996813,-0.07158362010031871,-0.06390316537777951,0.9360968346222205
2015-09-01,Train,0.003926597898435461,0.9320618977058684,-0.06793810229413155,-0.06281281521686866,0.9371871847831313
2015-09-02,Train,-0.015356978208527454,0.9177482434538007,-0.08225175654619932,-0.0771794994956525,0.9228205005043475
2015-09-03,Train,0.02501908248936974,0.9407094624612454,-0.05929053753875457,-0.054032374273499606,0.9459676257265004
2015-09-04,Train,-0.012976702080421645,0.9285021560226522,-0.07149784397734782,-0.0671790191651852,0.9328209808348148
2015-09-08,Train,0.0031772456896058047,0.9314522354956648,-0.0685477645043352,-0.06225563187472927,0.9377443681252707
2015-09-09,Train,0.0044095486298256934,0.9355595194244428,-0.06444048057555718,-0.058047936980642034,0.941952063019358
2015-09-10,Train,-0.004448519645825916,0.9313976645224438,-0.06860233547755623,-0.061900187328881584,0.9380998126711184
2015-09-11,Train,0.012214610521966386,0.9427743242356547,-0.05722567576434534,-0.04986310581680142,0.9501368941831986
2015-09-14,Train,0.01041023957048649,0.9525888308118514,-0.04741116918814858,-0.0415918151688357,0.9584081848311643
2015-09-15,Train,-0.001467542168537509,0.9511908665333572,-0.04880913346664284,-0.044046303857053104,0.9559536961429469
2015-09-16,Train,-0.016244412901752714,0.9357393293490134,-0.06426067065098662,-0.059498534992074026,0.940501465007926
2015-09-17,Train,0.004215330246327747,0.9396837796466967,-0.06031622035330331,-0.05520438061386168,0.9447956193861383
2015-09-18,Train,-0.014205891139896995,0.9263347341671088,-0.07366526583289124,-0.06684278783803188,0.9331572121619681
2015-09-21,Train,-0.003668605543663006,0.9229363774260557,-0.07706362257394428,-0.0687545030981308,0.9312454969018692
2015-09-22,Train,-0.003545138195198017,0.919664440422705,-0.08033555957729499,-0.07188625774532809,0.9281137422546719
2015-09-23,Train,0.0005463468895377695,0.9201668962291484,-0.07983310377085162,-0.07231855516595342,0.9276814448340466
2015-09-24,Train,-0.0265398073593804,0.8957458440647478,-0.10425415593525222,-0.09612853643306518,0.9038714635669348
2015-09-25,Train,0.0016634410573320517,0.8972358644786995,-0.10276413552130048,-0.0950141697487864,0.9049858302512136
2015-09-28,Train,0.019027317896191786,0.9143078565000001,-0.08569214349999987,-0.07775109275181258,0.9222489072481874
2015-09-29,Train,0.000820689716218987,0.915058219555288,-0.08494178044471201,-0.07593064028051233,0.9240693597194877
2015-09-30,Train,0.016578202416933068,0.9302282399423538,-0.06977176005764618,-0.0627023392093754,0.9372976607906246
2015-10-01,Train,0.020709505843104502,0.9494928071128609,-0.05050719288713912,-0.045559344829241954,0.954440655170758
2015-10-02,Train,-0.004911043671953475,0.9448298064709238,-0.05517019352907615,-0.04898410106152973,0.9510158989384703
2015-10-05,Train,0.011179496498181373,0.9553925279837429,-0.044607472016257144,-0.0413420433258076,0.9586579566741924
2015-10-06,Train,0.011381555950650053,0.9662663814958228,-0.03373361850417722,-0.032888227100244416,0.9671117728997556
2015-10-07,Train,0.0013551979000070967,0.9675758636668733,-0.032424136333126685,-0.03218694461789651,0.9678130553821035
2015-10-08,Train,0.0009642725520510303,0.9685088705142344,-0.0314911294857656,-0.030952495316777462,0.9690475046832225
2015-10-09,Train,-0.01050641577366233,0.9583333136401317,-0.041666686359868255,-0.037566645852345926,0.9624333541476541
2015-10-12,Train,-0.004679611414951609,0.9538486861262929,-0.04615131387370708,-0.04210576876891259,0.9578942312310874
2015-10-13,Train,0.015645628460211513,0.9687722482766858,-0.031227751723314157,-0.0278783803256637,0.9721216196743363
2015-10-14,Train,0.0026663678651468728,0.9713553514681369,-0.028644648531863104,-0.023435323502569494,0.9765646764974305
2015-10-15,Train,-0.00081077020962476,0.970567805486207,-0.029432194513792975,-0.023171141745520596,0.9768288582544794
2015-10-16,Train,0.0032678012648282365,0.9737394281885764,-0.026260571811423605,-0.024559296796195507,0.9754407032038045
2015-10-19,Train,-0.007686220548541765,0.966255052186708,-0.03374494781329196,-0.03024160622508254,0.9697583937749175
2015-10-20,Train,0.013319639483653042,0.9791252211310933,-0.02087477886890665,-0.014116912435755524,0.9858830875642445
2015-10-21,Train,0.00878129291080814,0.9877232064942053,-0.012276793505794692,-0.0032422306546902036,0.9967577693453098
2015-10-22,Train,-0.002688139914206824,0.9850680683186399,-0.014931931681360089,-0.005149142610115676,0.9948508573898843
2015-10-23,Train,-0.0034442437136282668,0.9816752538168375,-0.018324746183162488,-0.007690090782458303,0.9923099092175417
2015-10-26,Train,0.01591501773028026,0.9972986328867098,-0.002701367113290165,0.00405879244920504,1.004058792449205
2015-10-27,Train,0.0010536369756129484,0.9983494236020475,-0.001650576397952519,0.003607281809885121,1.0036072818098851
2015-10-28,Train,0.002028418541578415,1.000374494083856,0.0003744940838559252,-0.0012200393870982484,0.9987799606129018
2015-10-29,Train,0.011290929018711942,1.0116696514886867,0.011669651488686705,0.010639319852058238,1.0106393198520582
2015-10-30,Train,0.004357686759353507,1.0160781909338188,0.016078190933818792,0.013396416734713368,1.0133964167347134
2015-11-02,Train,-0.0015084871931084177,1.0145454499955984,0.01454544999559837,0.009803544838848932,1.009803544838849
2015-11-03,Train,0.0008439819481258207,1.0154017080409479,0.01540170804094787,0.008660358326528339,1.0086603583265283
2015-11-04,Train,-0.0017415389616605508,1.0136333464046579,0.013633346404657853,0.008309717085354551,1.0083097170853546
2015-11-05,Train,-0.007483848967565527,1.0060474675316775,0.006047467531677508,-0.0015946971516404007,0.9984053028483596
2015-11-06,Train,0.0033559201541282974,1.0094236825039766,0.009423682503976627,-8.645948412533411e-05,0.9999135405158747
2015-11-09,Train,-0.0037856635527254707,1.0056023440598634,0.005602344059863373,-0.003314280224794852,0.9966857197752051
2015-11-10,Train,-0.014049982652234866,0.9914736485707756,-0.008526351429224421,-0.017258273692300485,0.9827417263076995
2015-11-11,Train,-0.008318737580042425,0.9832258394707881,-0.01677416052921188,-0.028272251308900764,0.9717277486910992
2015-11-12,Train,0.015589194468954893,0.9985535382891996,-0.0014464617108004285,-0.013790287717950211,0.9862097122820498
2015-11-13,Train,-0.002445456931639739,0.9961116186173768,-0.0038883813826231517,-0.015111196503194368,0.9848888034968056
2015-11-16,Train,0.015501299855469261,1.0115526435070816,0.011552643507081628,0.0008069551851672685,1.0008069551851673
2015-11-17,Train,-0.0005598140154500724,1.010986362159881,0.010986362159880914,-0.00031701810845885525,0.9996829818915411
2015-11-18,Train,0.004088865419286608,1.0151201493354867,0.015120149335486666,0.003492002497718305,1.0034920024977183
2015-11-19,Train,0.001637163927275925,1.0167820674258297,0.01678206742582966,0.0022527498919255873,1.0022527498919256
2015-11-20,Train,0.00494241050795607,1.0218074218001765,0.021807421800176474,0.0034775925836973975,1.0034775925836974
2015-11-23,Train,8.249147943098831e-05,1.0218917122060944,0.021891712206094427,0.003347903357509896,1.00334790335751
2015-11-24,Train,-0.00024662972966983974,1.0216396833293613,0.02163968332936128,0.003943513137038224,1.0039435131370382
2015-11-25,Train,-0.002076233929363552,1.0195185203552486,0.019518520355248592,-0.0007156923963688167,0.9992843076036312
2015-11-27,Train,0.010010188929609625,1.0297240933612406,0.0297240933612406,0.009957250588404687,1.0099572505884047
2015-11-30,Train,-0.013785796474059695,1.015528526585727,0.01552852658572701,-0.001147989816994155,0.9988520101830058
2015-12-01,Train,-0.0158077959128898,0.9994752588937421,-0.0005247411062578866,-0.015505067486430879,0.9844949325135691
2015-12-02,Train,0.015278244287728485,1.0147454860586613,0.014745486058661328,0.00470243527546943,1.0047024352754694
2015-12-03,Train,-0.007803447125089419,1.0068269733127795,0.006826973312779483,-0.002319996157356341,0.9976800038426437
2015-12-04,Train,-0.006750138210227922,1.0000307520891327,3.075208913272398e-05,-0.008794850857389958,0.99120514914261
2015-12-07,Train,-0.0057299396885156,0.994300636193001,-0.0056993638069989805,-0.016465728421154013,0.983534271578846
2015-12-08,Train,0.0018119447550017825,0.9961022540156459,-0.0038977459843541062,-0.014251404966617254,0.9857485950333827
2015-12-09,Train,-0.01888678607031058,0.9772890838398982,-0.02271091616010179,-0.03339737739564852,0.9666026226043515
2015-12-10,Train,-0.0005502635450117667,0.9767513172841232,-0.023248682715876767,-0.02880061482299845,0.9711993851770016
